Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
F,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,21.76351847291808
M,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,9.947375810891428
M,0.58,0.455,0.17,0.93,0.408,0.259,0.22,8.843684905011854
M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,17.46907262529373
M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20.268542360261446
M,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,12.648971289963832
F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18.825941624895062
M,0.745,0.585,0.215,2.499,0.9265,0.472,0.7,17.000568364430446
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,17.48802637511995
M,0.605,0.49,0.18,1.227,0.48,0.287,0.35,17.47773982501849
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,11.276496996616105
F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,18.379888594935583
F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,17.862553025799052
F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12.261053391681653
M,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,19.249609954003528
M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,7.337153886881596
F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,9.666020322441902
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,9.378683891675383
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,14.222845989920101
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,19.168618622957254
F,0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,12.265205149121968
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19.758072257514016
F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,15.307113853113835
M,0.685,0.52,0.15,1.343,0.4635,0.292,0.4,12.558756567129622
F,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,21.713671062744407
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,14.913896645178209
F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,7.842742715283944
M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,14.840062421749892
F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,10.090130153991574
M,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,13.271066398426669
M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,14.505391208004468
M,0.485,0.4,0.135,0.663,0.313,0.137,0.2,7.908368500390304
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,13.15526461035112
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,11.916826276715474
F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9.996617768343887
M,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,11.813255805016313
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10.211756131980671
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14.557387377773717
I,0.465,0.375,0.12,0.471,0.222,0.119,0.14,5.057246413295783
I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,12.865033936009914
M,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10.369918814431589
F,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10.866661653862153
I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,7.6605280777325575
I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,4.75737640189325
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11.903575615661032
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,8.335895754619767
M,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,7.013372811021246
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12.105259934834207
M,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,10.709092240362573
F,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,8.552117458494466
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,10.296233432424167
F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7.7029648168618285
F,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,9.432609761700283
I,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,5.044616902658008
F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,7.471497773102706
M,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,3.7978414730637295
M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16.34627087228165
M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,9.274466869789048
M,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,10.638804754833096
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15.511665580669458
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,12.544814598715693
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,10.071794627084472
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,13.145384889109987
F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,12.022314993153456
F,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,10.855971299394586
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20.64391792493155
M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,19.448660127831896
F,0.63,0.5,0.155,1.005,0.367,0.199,0.36,15.116544553058743
M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,9.814947622377739
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14.813746649013963
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,13.700235115770287
F,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,10.17493275988931
I,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,6.632867499167954
I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,3.90998835784961
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,12.817165104517656
F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,19.338985694087604
M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,20.02730486768392
F,0.56,0.455,0.125,0.943,0.344,0.129,0.375,23.36205266556309
F,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,17.28576425519854
F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,19.980037426585355
M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,17.33521865572756
M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18.004871756497657
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22.02180915420259
I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,17.1703079060039
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,7.704702182113955
I,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,6.538495205650887
I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,12.77699868484715
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,12.685778817358852
M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,10.626393362985628
I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,9.843127252215421
I,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,5.215084976132857
F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,15.023811008911366
I,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10.926286747518635
F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,8.219681162247767
F,0.56,0.455,0.19,0.714,0.283,0.129,0.275,7.338338223124305
M,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,14.309917125360046
M,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,14.665293726752948
M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,7.32669234373612
F,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,19.619470047910138
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,17.184629084769497
F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,10.606878345186319
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,21.418258960059205
F,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,12.164095422637798
F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,12.854467715626363
M,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,10.721805250998203
F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15.901825477193952
I,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9.110338060932225
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,13.044601282944456
F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,10.224549096991261
M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,8.484184582038173
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12.354120749592749
I,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6.400337326733925
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,7.483964331035496
I,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,7.534673088487844
I,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,1.0133385075008237
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,15.423561178768516
M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13.10557194022721
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17.081634695766663
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,24.379583877541915
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,8.82581296297593
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,9.05991887548749
I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,6.659317517440417
F,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,14.946222457196535
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10.980437173677478
M,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,16.462303544050684
F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,8.771057300482523
M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,18.51636158296253
M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,19.315315417599354
M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,14.06388910632563
F,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,30.374222134532364
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16.19962230426215
M,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,14.551077720103759
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,17.529310257961555
M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,17.869525425579624
F,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,9.09831557703376
M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,10.62908774648049
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,14.483647926395887
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,10.724265976954696
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,13.38460735867033
M,0.59,0.455,0.145,1.073,0.475,0.19,0.285,13.385952906836506
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13.568534617289885
F,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,9.72210411570187
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,16.230626739212465
M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17.161830983146785
F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,11.754945912425839
F,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,13.56767622338479
F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,15.431493712436351
F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,14.016633280464422
M,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10.493789332384775
F,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,9.040650274569984
F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,21.026156168011216
F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,14.271522725328317
F,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13.686960199183165
F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,15.510979021244477
M,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,16.327643026164964
M,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12.428764383941555
M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,13.73590804509888
M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,7.767524483415101
I,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,14.981477073201164
I,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10.17309099119388
F,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,7.857836249106919
F,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,11.793244347068912
M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,7.134162843367273
F,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,4.008011479171265
M,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,2.393943879996363
M,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9.351595245694227
M,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,4.5395016088122375
M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,2.841898232481089
F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,4.637258699377609
M,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,1.2184082250964392
F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,4.500326016208161
I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9.071711833031483
M,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5.599587677701589
M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,1.8976241142461134
M,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,2.960175875880575
M,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,4.964931918613839
F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,12.538196223063345
F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,13.815318939511187
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9.843409527651573
I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,17.587962957429898
F,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,10.58804684262322
I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,15.555664430307067
F,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,6.852573619392903
I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,11.137699526645742
I,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,9.07276573101984
I,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,8.675039903093879
M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,6.6134899894316295
M,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,6.466230485175679
F,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10.420724029130122
F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,12.906143394089986
F,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,10.944386014246247
M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,12.180272271335756
M,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,5.5792856854898805
F,0.38,0.29,0.105,0.257,0.099,0.051,0.085,7.757807284110568
M,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,10.936232985187273
M,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,10.446462067837718
M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,9.563495708169121
F,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,11.36764088426633
I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,15.566028180612237
I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17.30725979541216
I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,11.80679242922739
I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,10.51549255591623
I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,10.678160045727665
I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9.518661742700207
I,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10.198543422881139
I,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,15.096793017016976
F,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12.03165620007161
F,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,14.694916903257006
I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,11.781094204146727
F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,9.125376647328274
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,14.56087276902013
F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11.447323379176588
F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,12.087783038093164
F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,12.977302123055562
M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,9.557648076601282
I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,11.374446658118602
I,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,13.617712761688212
M,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,8.035465759380315
F,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11.334715818686561
I,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16.546312922607495
I,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,11.659095740941002
F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,16.643320497685338
F,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,19.385915949839877
I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,7.903008985197452
F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11.781741096507016
I,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,8.269376934920928
F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10.234873535628315
I,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11.761701836724507
F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,20.72266289086017
F,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11.624580068330694
I,0.55,0.425,0.15,0.806,0.376,0.171,0.245,12.91687112054758
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,15.753476985677617
I,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,14.19468077584462
F,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,12.919804230610882
I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,9.578771876377592
I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,11.45216740695125
F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,12.705693293351255
M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,11.719455251202621
F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,14.744972394913706
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,15.16597655073737
F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,5.864045716831069
I,0.525,0.41,0.175,0.874,0.3585,0.207,0.205,17.219351362224533
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,18.883331545751137
M,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,11.688839020862472
I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,14.615312919306168
F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,12.373484963560344
I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,10.024433615971132
I,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,17.01004198651475
F,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16.348031147581676
I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,19.1370787259656
F,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,11.230866056190186
F,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,14.292614068157716
I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,6.232625052303554
I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12.938899074450806
I,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13.860765887188261
M,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,10.501777723559753
I,0.485,0.37,0.13,0.458,0.181,0.113,0.136,11.20387183384677
M,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,7.168338461300919
M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,8.717119027439708
F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,15.235879681560705
M,0.195,0.145,0.05,0.032,0.01,0.008,0.012,5.644916568019095
M,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,8.402165083003135
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,16.90683932276621
I,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15.408266288047448
M,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,12.004765895078195
F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,11.022044062665422
M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,4.453531685319681
M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,8.51873412810599
M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,10.905183587581021
M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,6.400823623024468
I,0.485,0.38,0.14,0.673,0.2175,0.13,0.195,14.411657780588158
F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,10.992949583509988
F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,14.454306708077596
I,0.465,0.36,0.105,0.498,0.214,0.116,0.14,16.409005813079492
F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,13.00256530014392
F,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,8.255406569323862
F,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,7.683496895159321
I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21.21856520609453
M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,8.613703816946328
I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,10.163178297587072
F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,4.653651902789654
M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,9.63556141311415
I,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9.013225142780918
M,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,8.704480497626715
M,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8.611282560962316
M,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,4.917517625152805
M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,5.843211806909425
I,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,11.899238942567807
F,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,12.531169580467864
M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,9.525433007475975
I,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,10.720242255807936
F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,17.311706127218844
M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,5.571256390783644
M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,7.9377681045319815
I,0.445,0.33,0.12,0.347,0.12,0.084,0.105,10.737283997331863
M,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6.372160279010102
M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9.437101416637915
I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,9.635544570964205
F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,8.21544508868554
M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,4.020900675218905
I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,7.415149331159557
I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,12.50171137507898
M,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,6.574391045317843
F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10.121107115940847
M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,8.604363585011948
F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,19.755329017417694
F,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16.41281878665189
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,17.239477502739586
F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,10.684271674903375
I,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,16.55250347192162
I,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,10.364630092088055
F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,7.77107663602399
F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,15.56517807724712
I,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,20.031857400370523
F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10.613365836311624
M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11.136389638623061
F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,17.800084754588283
M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,15.028650079840364
F,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,15.62151850939837
M,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,11.362461570298498
F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17.59509832698323
F,0.53,0.41,0.165,0.8115,0.24,0.169,0.24,16.19215274185436
M,0.49,0.39,0.15,0.573,0.225,0.124,0.17,21.76047205714844
F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,22.325280402399873
F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22.776119882022947
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,7.0358328364079945
F,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,9.961488337116004
F,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,23.63407245931488
F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,9.499456849335278
I,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,3.4290116309294896
M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,13.493565790219707
F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,4.030200852532708
M,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,15.374487375502053
M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10.59751317413401
M,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,17.762698516292573
F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,16.722967839999
F,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16.124507925023117
M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,7.964376597544346
M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,8.2927796253161
M,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10.644946455932565
I,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,8.88792946335381
F,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,7.415520297098303
M,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9.9489527535657
I,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,2.3528351032517123
I,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,6.304742750090002
I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,2.1879806200630245
M,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,1.4853018979639896
F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13.551235621622691
F,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,13.862422335316754
M,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,7.593452357957516
F,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,12.37694561151604
F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9.054148932090877
